dataSplit,label,Single_cells...Intensity.Spot.Fluorescein..FITC..Mean_mean,Single_cells...Intensity.Spot.DAPI.Mean_mean,Single_cells...FITC_dead.Profile.2.2_mean,Single_cells...Bacteria_CSA.Profile.2.2_mean,Single_cells...FITC_dead.Radial.Relative.Deviation_mean,Single_cells...Intensity.Spot.DAPI.StdDev_mean,Single_cells...FITC_dead.Profile.1.2_mean,Single_cells...Bacteria_CSA.Profile.1.2_mean,Single_cells...FITC_dead.Symmetry.15_mean,Single_cells...FITC_dead.Threshold.Compactness.50._mean,Single_cells...FITC_dead.Radial.Mean_mean,Single_cells...Bacteria_CSA.Symmetry.05_mean,Single_cells...FITC_dead.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.02_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.14_mean,Single_cells...Bacteria.DAPI.Symmetry.02_mean,Single_cells...FITC_dead.Symmetry.04_mean,Single_cells...FITC_dead.Symmetry.05_mean,Single_cells...Bacteria_CSA.Symmetry.03_mean,Single_cells...FITC_dead.Threshold.Compactness.40._mean,Single_cells...FITC_dead.Symmetry.12_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.50._mean,Single_cells...Bacteria_CSA.Symmetry.15_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.60._mean,Single_cells...Bacteria.DAPI.Symmetry.04_mean,Single_cells...Bacteria_CSA.Symmetry.13_mean,Single_cells...Spot.Roundness_mean,Single_cells...Bacteria_CSA.Symmetry.14_mean,Single_cells...Intensity.Spot.Fluorescein..FITC..StdDev_mean,Single_cells...bacteria.Ratio.Width.to.Length_mean,Single_cells...bacteria.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.05_mean,Single_cells...Bacteria.DAPI.Symmetry.15_mean,Single_cells...bacteria.Width..µm._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.30._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.50._mean,Single_cells...Bacteria.DAPI.Profile.2.2_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.30._mean,Single_cells...Bacteria_CSA.Axial.Length.Ratio_mean,Single_cells...FITC_dead.Axial.Small.Length_mean,Single_cells...FITC_dead.Axial.Length.Ratio_mean,Single_cells...bacteria.Roundness_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.40._mean,Single_cells...Bacteria_CSA.Symmetry.04_mean,Single_cells...Spot.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.40._mean,Single_cells...Bacteria.DAPI.Axial.Small.Length_mean,Single_cells...Bacteria.DAPI.Radial.Mean_mean,Single_cells...Bacteria.DAPI.Radial.Relative.Deviation_mean,Single_cells...Bacteria.DAPI.Profile.1.2_mean,Single_cells...Bacteria_CSA.Symmetry.02_mean,Single_cells...Bacteria_CSA.Symmetry.12_mean,Single_cells...Bacteria_CSA.Radial.Mean_mean,Single_cells...Bacteria_CSA.Radial.Relative.Deviation_mean,Single_cells...FITC_dead.Symmetry.03_mean,Single_cells...FITC_dead.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Axial.Length.Ratio_mean,Single_cells...Bacteria.DAPI.Symmetry.14_mean,Single_cells...bacteria.Length..µm._mean,Single_cells...Bacteria.DAPI.Symmetry.03_mean,Single_cells...Bacteria.DAPI.Symmetry.12_mean,Single_cells...Bacteria_CSA.Axial.Small.Length_mean,Single_cells...FITC_dead.Threshold.Compactness.30._mean
test,Susceptible,205.1953413,244.0210164,1.031068608,1.21848911,0.41599455,67.97610677,0.991730529,0.947503025,0.03130955,1.070412763,6.802537064,0.020149748,1.071955085,0.294328533,1.017694769,0.120298634,0.306358979,0.067064933,0.021005775,0.02552127,1.071010869,0.415785356,1.063744838,0.030205066,1.055703918,0.075552499,0.039218706,0.916066399,0.13586111,59.66892879,0.518012797,2.528561654,0.022990864,0.032434949,1.170752118,1.066409769,1.032875759,1.208553535,1.070755972,0.549499244,5.015897168,0.564074,0.916066399,1.067345934,0.078379128,2.528561654,0.038259608,1.053948908,4.732539419,6.413461073,0.445038592,0.949659742,0.314458948,0.436348923,6.415898689,0.436095069,0.02676829,0.038530033,0.55869937,0.128929869,2.318037183,0.02755803,0.425353645,4.652461267,1.071717176
test,Susceptible,148.8469304,258.9092189,1.026642653,1.203728668,0.41097669,84.42143863,0.993896894,0.954907233,0.021800478,1.084495882,6.44196738,0.015539888,1.084474402,0.284523966,1.050054892,0.103864175,0.295003673,0.055482725,0.01570306,0.019045027,1.084129849,0.404035505,1.075459322,0.02122779,1.064962932,0.064777198,0.028433746,0.926778051,0.124378323,22.41458494,0.527888505,2.275098998,0.017394708,0.020495076,1.1210031,1.081208788,1.058595037,1.274264982,1.083739771,0.553139287,4.827591348,0.573734803,0.926778051,1.078847165,0.069507755,2.275098998,0.026153929,1.0706131,4.467299837,5.905520125,0.450575413,0.93933886,0.309457551,0.431807466,6.087086401,0.424589658,0.019935908,0.027727189,0.571757376,0.11132974,2.164554552,0.020720472,0.410438332,4.44889275,1.084679355
test,Susceptible,153.9940529,238.9505938,1.021710532,1.232183419,0.410101129,69.57970627,0.994699964,0.945277787,0.022784021,1.085575784,6.572425374,0.016029864,1.084215976,0.279387419,1.03995852,0.103417121,0.28850133,0.055303902,0.016100557,0.020358838,1.085651807,0.398166685,1.076168075,0.022086523,1.067236316,0.062786557,0.031152698,0.928922474,0.122943643,34.22719846,0.532409755,2.39116687,0.017761422,0.022088409,1.158837597,1.0816847,1.058927557,1.23223697,1.084707205,0.559078497,4.967137365,0.578015555,0.928922474,1.080555336,0.069674001,2.39116687,0.029531807,1.072057117,4.655785132,6.11483046,0.444027681,0.946029001,0.304667064,0.424922021,6.151258619,0.431962522,0.022419118,0.031126129,0.575783651,0.109672002,2.211302923,0.023499494,0.404274585,4.561343234,1.085517427
test,Resistant,189.1568234,329.1391405,1.06207692,1.139698368,0.418916736,125.3831831,0.985259526,0.966472199,0.029229144,1.075508074,6.680760117,0.020052144,1.068563869,0.286803338,1.033859123,0.104078367,0.306432446,0.057384403,0.020174527,0.027138598,1.075174997,0.402482097,1.063279904,0.02960069,1.028976018,0.069762019,0.039053801,0.917654735,0.115156759,59.59314544,0.52779947,2.525342582,0.022295478,0.029590768,1.169775046,1.065403208,1.039160078,1.302628856,1.072251723,0.56265349,5.000444808,0.577704743,0.917654735,1.067653678,0.063662606,2.525342582,0.037879539,1.053738008,4.621135308,6.199887835,0.452448011,0.92970633,0.30204172,0.42166004,6.539855103,0.420520334,0.025958189,0.036774228,0.569385908,0.116710371,2.287115364,0.02830483,0.417861131,4.789579461,1.076304725
test,Resistant,184.5762049,316.3016339,1.058448021,1.169800663,0.420800885,111.7168513,0.985653969,0.958530294,0.032329768,1.071107218,6.757364849,0.022238527,1.067827114,0.289585479,1.0281978,0.110766923,0.308924107,0.06169974,0.022088411,0.030197661,1.072596652,0.406736416,1.061248145,0.032860149,1.042117227,0.0749623,0.044538307,0.912803163,0.121289434,58.27472006,0.523038554,2.585043374,0.02384717,0.033550852,1.174665171,1.058698928,1.031363766,1.2665088,1.067925018,0.561158465,5.022503083,0.573465734,0.912803163,1.064006034,0.068893155,2.585043374,0.044171582,1.046839415,4.687742801,6.353607643,0.449715068,0.937626525,0.304618969,0.423560908,6.558355025,0.429292379,0.029165149,0.041789896,0.563971633,0.124980715,2.326025583,0.032009443,0.422920057,4.791779162,1.072717736
test,Resistant,218.3198185,337.7628045,1.067593708,1.136356139,0.41925351,128.2213907,0.983737495,0.966873791,0.030208443,1.076489469,6.636155818,0.021133366,1.067713884,0.282630646,1.038256154,0.102624011,0.302102094,0.05700101,0.020769576,0.028303549,1.077342988,0.397221715,1.063612237,0.030879963,1.030320695,0.068631837,0.040363148,0.919483894,0.112247346,71.53001695,0.530668331,2.51912384,0.022335479,0.029753519,1.167163611,1.067854924,1.04297749,1.298757274,1.073949154,0.567370837,4.995371652,0.58210523,0.919483894,1.070619906,0.062120728,2.51912384,0.039425258,1.053975564,4.631024965,6.177381396,0.451829607,0.930874404,0.298031642,0.416230718,6.520200388,0.41954411,0.026786457,0.038069097,0.573882562,0.114331087,2.275437331,0.029059299,0.412432185,4.800472079,1.078533983
test,Resistant,241.701765,320.3667059,1.072854642,1.170859657,0.425685674,113.6975478,0.981870056,0.957670574,0.032639087,1.069250125,6.797203576,0.022920293,1.065519504,0.287908587,1.020970905,0.112147768,0.310480008,0.062907282,0.021740265,0.031019619,1.072009422,0.40465318,1.05750673,0.034247201,1.039535258,0.076603945,0.04507975,0.909196612,0.123483674,91.3424569,0.520535845,2.670401042,0.024577297,0.035240214,1.184521659,1.052561645,1.026660467,1.263663421,1.063503159,0.561327992,5.062350789,0.575071153,0.909196612,1.059367836,0.070795097,2.670401042,0.044749545,1.03998558,4.751906256,6.472153136,0.450284034,0.937727023,0.305184174,0.423721477,6.668963309,0.430302899,0.029257734,0.04185992,0.563008241,0.127129689,2.372316115,0.032639709,0.424403266,4.856756539,1.070684483
test,Susceptible,154.5736195,265.908791,1.032391742,1.171996357,0.415649753,83.24644507,0.992697522,0.961171356,0.030531446,1.07093439,6.624454737,0.0203572,1.069253781,0.297864038,1.028171111,0.119479024,0.308151458,0.066829072,0.020773022,0.025195304,1.070980753,0.418897504,1.064312548,0.030384539,1.047196408,0.075097286,0.037901876,0.91452799,0.136153735,24.68646848,0.515492118,2.372093955,0.021844081,0.030066821,1.125375008,1.066650883,1.038025249,1.249196939,1.070789983,0.54595454,4.854810504,0.562413069,0.91452799,1.068809827,0.077991014,2.372093955,0.036334164,1.053051943,4.527976527,6.139424148,0.451694551,0.944919488,0.317839135,0.440903248,6.333412476,0.425839501,0.025908367,0.036753511,0.559129487,0.127246752,2.247504469,0.026528309,0.425977429,4.544273591,1.070016095
test,Susceptible,171.9524688,257.8706514,1.032819267,1.200451717,0.419209534,75.88291066,0.992075405,0.952976097,0.033017598,1.065385961,6.814370483,0.021429581,1.065768749,0.299714095,1.010330364,0.128877997,0.31040166,0.073881099,0.021719029,0.028006836,1.064621336,0.421224542,1.058519046,0.032988712,1.051433603,0.082013332,0.042323069,0.908226502,0.143631514,42.07597468,0.511588401,2.510463687,0.023546926,0.034008569,1.150092807,1.058328637,1.02479526,1.22020731,1.063632744,0.54505019,4.951058528,0.55976415,0.908226502,1.061673251,0.084163283,2.510463687,0.042800349,1.041094336,4.661380024,6.403336478,0.449178933,0.949191277,0.318976996,0.441448437,6.467515795,0.435336998,0.029184187,0.041531875,0.55535126,0.136888863,2.331225724,0.031329277,0.429374923,4.622318304,1.065789935
test,Susceptible,134.4642578,223.6519537,1.029135849,1.234916817,0.414893621,63.04184633,0.993235214,0.944636168,0.027332486,1.075926914,6.745282369,0.018219179,1.075790898,0.295088778,1.024851738,0.118151011,0.302991267,0.064450908,0.018281377,0.022506564,1.077748927,0.417342691,1.06891897,0.027032351,1.055789759,0.071330169,0.03544442,0.922902572,0.137971439,14.77650256,0.518755227,2.477005591,0.020249642,0.026489625,1.159735109,1.074223453,1.045595815,1.213280467,1.077952946,0.544971448,4.975823733,0.562474946,0.922902572,1.073748961,0.079650939,2.477005591,0.033192633,1.061364108,4.690405863,6.311476326,0.445680175,0.950104283,0.318873186,0.442043532,6.312428868,0.436002634,0.024467883,0.034547766,0.561129404,0.123375312,2.284381032,0.02606169,0.421936285,4.56734187,1.077512394
test,Susceptible,145.414595,250.5990517,1.041404717,1.200257743,0.418313986,82.10490635,0.990864796,0.955146379,0.024282022,1.075797823,6.623537048,0.016911093,1.074173379,0.303273203,1.035141048,0.119355871,0.312932037,0.065484702,0.017121084,0.021394159,1.076634075,0.426828575,1.067505467,0.024412782,1.049244789,0.07448449,0.032223402,0.920634869,0.140469439,19.75129354,0.512539465,2.378812518,0.019392621,0.023516916,1.125717688,1.072120795,1.046758391,1.263181247,1.076594497,0.536400241,4.832314231,0.555297371,0.920634869,1.071286573,0.079632006,2.378812518,0.029254192,1.059935357,4.499530059,6.108616977,0.454408804,0.940851229,0.325560189,0.452036015,6.293247839,0.428881893,0.021532581,0.030508939,0.554441018,0.126748783,2.248332868,0.024079046,0.431688681,4.47803582,1.076588717
test,Resistant,213.8226706,312.9286594,1.050625007,1.17443436,0.453777446,103.9791624,0.987054482,0.954967704,0.043035408,0.994967998,9.224777484,0.028285174,0.980279476,0.402051991,0.949233823,0.242922949,0.415490826,0.151270921,0.027269246,0.029361463,0.997917301,0.54257087,0.976840073,0.046037224,0.95693253,0.163604829,0.045119207,0.844193449,0.265016938,81.19493543,0.418540181,3.709092134,0.02727056,0.043244814,1.188871501,0.983419318,0.958949238,1.242551968,0.992918796,0.441487193,5.104470847,0.45781228,0.844193449,0.985461883,0.168391336,3.709092134,0.041579775,0.974845308,4.761155801,8.641953105,0.482772789,0.93648386,0.423550254,0.564624914,8.998396408,0.463116224,0.030116395,0.041614064,0.450746508,0.253804917,3.351193766,0.029077227,0.554003609,4.818169892,1.000329228
test,Resistant,184.0795762,311.3857949,1.04451885,1.157600899,0.455734255,108.3725366,0.988875532,0.960711605,0.041649152,0.989268559,9.212321934,0.02659562,0.963382912,0.416439394,0.940270403,0.255952669,0.426898308,0.160647517,0.026487065,0.025568597,0.992899921,0.558529565,0.973518462,0.043395804,0.94690933,0.174205564,0.038941629,0.841315503,0.278544527,51.77323663,0.408874165,3.69419558,0.026463116,0.040811241,1.167165631,0.983737791,0.952057599,1.258745625,0.988082173,0.429992958,5.028082394,0.44517333,0.841315503,0.978917283,0.176921346,3.69419558,0.036909778,0.971216389,4.658265343,8.562993419,0.487727837,0.933892256,0.434036292,0.578057376,9.012287484,0.462728883,0.026744148,0.037128554,0.441167792,0.267594345,3.347258048,0.027254323,0.565971997,4.754466744,0.99103243
test,Resistant,189.1508186,289.0916308,1.050955828,1.170823368,0.453992755,100.5321703,0.987785713,0.958011364,0.044671601,0.985363651,9.95795652,0.029759107,0.974265321,0.40805265,0.938697625,0.253408848,0.420292503,0.160998754,0.028995286,0.027856915,0.990634887,0.54674401,0.971255716,0.046472928,0.952246858,0.173521123,0.040533555,0.837888586,0.273529633,57.61957302,0.414227836,4.054245253,0.029375211,0.044336365,1.165337257,0.981573209,0.958378819,1.244672972,0.986956336,0.439896009,5.297764578,0.455233374,0.837888586,0.979449729,0.1763507,4.054245253,0.038589826,0.973030453,4.948508816,9.374856351,0.484270331,0.938701045,0.426621233,0.566944078,9.782112899,0.460324617,0.027034102,0.039414867,0.449549441,0.264347355,3.56699078,0.028575526,0.556489015,5.007348313,0.990692154
test,Resistant,180.2183404,275.5206633,1.044693331,1.191844149,0.446766583,93.24704433,0.988126573,0.951625425,0.042518139,1.009150294,9.037327883,0.028191572,0.999451308,0.387599627,0.960217534,0.225575721,0.395910283,0.138317503,0.027471451,0.027547227,1.010477602,0.526212435,0.999190697,0.044903374,0.982733331,0.148184199,0.043039471,0.859104963,0.245893449,46.79951094,0.432709292,3.688024509,0.02807533,0.042411023,1.180747896,1.003322154,0.977582638,1.231198458,1.007390111,0.457578012,5.252943994,0.47188774,0.859104963,1.003130692,0.153778908,3.688024509,0.040501035,0.991822401,4.924567386,8.501562851,0.475992603,0.941133597,0.405835328,0.545771672,8.788951331,0.459043337,0.028777901,0.041576167,0.469555525,0.233007032,3.208085391,0.029665464,0.531811838,4.932576671,1.011583074
test,Susceptible,173.7588198,227.0283131,1.048460376,1.173005853,0.422808987,60.06803772,0.99027683,0.961311447,0.026799677,1.0605524,6.696780377,0.018657067,1.057479997,0.323719584,1.011556739,0.140599282,0.326830374,0.079402573,0.018440291,0.021852753,1.061541829,0.451386691,1.053176084,0.027632815,1.033976258,0.084134659,0.03261801,0.907367816,0.161024985,32.28226521,0.492318584,2.394512422,0.019309705,0.025831471,1.104064481,1.061667282,1.030374353,1.203498331,1.06335683,0.517274437,4.74998915,0.534976605,0.907367816,1.059264991,0.093438393,2.394512422,0.030541057,1.048688123,4.518310524,6.314806332,0.450828852,0.955574266,0.346053907,0.47564767,6.460040907,0.43165901,0.022273041,0.031425551,0.535632505,0.14397876,2.30001354,0.023749672,0.452153782,4.454759898,1.062889188
test,Susceptible,159.1137331,210.6263995,1.040142048,1.192822108,0.421852742,50.04399959,0.991599024,0.955587102,0.029914877,1.058302574,6.820784226,0.02019676,1.05689823,0.31930733,1.008316935,0.141092212,0.32180253,0.079681823,0.019916532,0.023707267,1.060155338,0.446667504,1.052826199,0.030512697,1.040826297,0.083286282,0.036573421,0.905085572,0.160496357,26.1942816,0.494337192,2.48168521,0.020599249,0.029144466,1.123078932,1.058266029,1.031101264,1.174536539,1.0601815,0.522005612,4.84138722,0.538366295,0.905085572,1.057735965,0.094625846,2.48168521,0.034521053,1.049113387,4.639960667,6.489655647,0.445970932,0.961077787,0.341884299,0.469826313,6.520714917,0.437166415,0.025239261,0.035610372,0.539093817,0.143381955,2.34385556,0.026271533,0.447101631,4.520378181,1.060698299
test,Susceptible,134.0615514,209.2346332,1.027626986,1.218312546,0.416218063,52.91355259,0.993693086,0.948903483,0.02609485,1.07113492,6.750664691,0.017706171,1.069924276,0.303770613,1.015939997,0.124017618,0.306948975,0.068166199,0.017720948,0.020714648,1.072140736,0.428944657,1.062301622,0.025723112,1.050114424,0.072921889,0.032528508,0.917136219,0.145598802,13.62002199,0.509228618,2.445485182,0.019498851,0.025481236,1.142930342,1.070474824,1.038314716,1.190947124,1.072010325,0.534166196,4.919431632,0.5526253,0.917136219,1.068440735,0.084575207,2.445485182,0.030688533,1.057410802,4.671123944,6.345750382,0.445899347,0.955918118,0.330381791,0.455494461,6.362173378,0.435039028,0.022657705,0.031802069,0.553469987,0.127499172,2.290190742,0.023916559,0.429637145,4.530941808,1.072429477
test,Susceptible,141.4172399,227.1384768,1.032348598,1.191059288,0.417780352,65.67801229,0.992758096,0.956691506,0.024876718,1.070106824,6.689299751,0.017056821,1.069396291,0.310436391,1.027259895,0.124369064,0.316077186,0.067923816,0.017299883,0.020198478,1.070600155,0.4363884,1.059252547,0.025026065,1.039031153,0.075255545,0.030494837,0.915792581,0.148991104,16.19423381,0.503298939,2.396501606,0.019002769,0.023903422,1.120709516,1.067295731,1.0380825,1.228440892,1.070970031,0.525395754,4.836491054,0.546959143,0.915792581,1.0671801,0.085693621,2.396501606,0.028235557,1.051964351,4.540736329,6.210381786,0.452695704,0.94871655,0.339063768,0.466481734,6.379622087,0.428585289,0.021023208,0.029286955,0.547434278,0.12959863,2.272560726,0.023046684,0.438361665,4.472956108,1.07107712
validation,Resistant,191.6048459,387.6626363,1.055825341,1.182873324,0.425769919,148.6893469,0.987467233,0.960402554,0.028889793,1.066864174,6.506662145,0.021303126,1.05686925,0.311603146,1.0296889,0.137880298,0.333543696,0.077287938,0.020017103,0.025775884,1.06753441,0.437445416,1.056313367,0.030815631,1.044573247,0.093626824,0.037642384,0.908642372,0.152278413,59.00409959,0.498034284,2.318095906,0.021779527,0.028178777,1.095146511,1.062127595,1.04042117,1.330210795,1.065062916,0.531177697,4.686289667,0.545837046,0.908642372,1.059880346,0.086569154,2.318095906,0.033907441,1.051301927,4.272048952,5.939866208,0.463767757,0.930364404,0.326254462,0.456072651,6.255681572,0.436869097,0.024396203,0.034847825,0.536393334,0.153421549,2.252329488,0.02574471,0.454912413,4.422329729,1.067964449
validation,Resistant,194.7705838,366.207583,1.053804222,1.200408537,0.425433435,133.7625939,0.987202393,0.95524501,0.030027526,1.066495928,6.555386328,0.021404446,1.061009801,0.306574529,1.028957206,0.136292702,0.32790235,0.076300374,0.020600637,0.026334821,1.067989013,0.431917041,1.056773966,0.031616879,1.048053451,0.090646065,0.03886541,0.908454643,0.152995796,64.0191375,0.501834105,2.372584909,0.022848416,0.030569023,1.114158688,1.060128625,1.039907102,1.303455622,1.06381391,0.533750385,4.751680761,0.550140575,0.908454643,1.060394288,0.088080057,2.372584909,0.037087796,1.047725198,4.36747624,6.04405673,0.460425054,0.933875271,0.326063385,0.45392397,6.286915706,0.439914231,0.025934718,0.037084995,0.540092568,0.150517495,2.272082582,0.028077109,0.449523726,4.465320658,1.06712535
validation,Resistant,233.3763698,377.3915742,1.06467729,1.191956443,0.430813903,137.78578,0.984249969,0.957240866,0.033986565,1.064847786,6.527109425,0.024058148,1.059807384,0.305512683,1.02542539,0.140448255,0.330437285,0.079624701,0.022256748,0.029716763,1.066523559,0.430635335,1.054965205,0.036822557,1.04624094,0.095834563,0.044262648,0.902977241,0.156013186,104.3941029,0.497700564,2.397728644,0.025983187,0.036269608,1.113743231,1.05573615,1.03270929,1.300935647,1.059714003,0.534295872,4.728543591,0.551031426,0.902977241,1.057322953,0.090719577,2.397728644,0.042420546,1.042278018,4.373502768,6.102040575,0.462533564,0.934910011,0.324742603,0.452563676,6.346877537,0.440688984,0.026557049,0.038646429,0.536536542,0.15758147,2.300222058,0.031157385,0.453091001,4.500518722,1.066415537
validation,Resistant,211.0393204,398.6243669,1.06150515,1.165970154,0.428993283,156.4331351,0.986388938,0.964540814,0.031932044,1.060235039,6.495175571,0.022911594,1.049812543,0.315897822,1.024180034,0.143849415,0.339181627,0.08209368,0.021771027,0.027777246,1.063523208,0.441931638,1.052096128,0.034256869,1.039033001,0.099363095,0.039974785,0.903479091,0.156855976,71.53237862,0.492721776,2.310094075,0.023650277,0.031075869,1.084631373,1.057058612,1.033382918,1.336317055,1.059616433,0.528343611,4.645740495,0.54267123,0.903479091,1.053708896,0.089783589,2.310094075,0.036763505,1.044542179,4.234485925,5.94875374,0.466125689,0.930419332,0.329118894,0.45954807,6.303676826,0.436405966,0.025387681,0.036340592,0.531550487,0.160717272,2.263121714,0.027751556,0.461089319,4.420297768,1.063914403
training,Susceptible,176.7415082,279.5981591,1.048891908,1.224824918,0.416248931,98.31945705,0.989373626,0.950653267,0.021954625,1.081091628,6.406131291,0.016091876,1.078526516,0.293632585,1.04754696,0.112477771,0.305396916,0.061012681,0.015798988,0.019491358,1.081442465,0.414907257,1.072120558,0.021545336,1.06436645,0.07268314,0.028915179,0.924736206,0.132612895,47.34336534,0.521598328,2.270476182,0.018070153,0.020955719,1.11435024,1.077892323,1.058563664,1.295472794,1.081550748,0.546045498,4.759477318,0.564968658,0.924736206,1.076384313,0.074864161,2.270476182,0.026684494,1.067084738,4.400772245,5.867266436,0.454620319,0.935940823,0.31682289,0.440664063,6.055441855,0.430358665,0.020337344,0.028279818,0.562710905,0.121911274,2.171916673,0.02212858,0.422032638,4.394779827,1.082222648
training,Susceptible,159.9695708,251.6214555,1.039764973,1.241630066,0.414728334,79.85972059,0.990651788,0.943958303,0.022839666,1.083252167,6.54789315,0.015590381,1.082231827,0.288759947,1.039669801,0.111211038,0.299201276,0.060088189,0.01605836,0.020008687,1.083253452,0.409533933,1.072062915,0.022313108,1.064694447,0.069925324,0.030583242,0.927048156,0.13161411,36.65427104,0.52560428,2.382336465,0.018163078,0.022353864,1.148556146,1.078841637,1.056497209,1.257422555,1.082779663,0.550348694,4.893534413,0.569016097,0.927048156,1.077455836,0.075094756,2.382336465,0.029035871,1.067243305,4.571836531,6.069321021,0.449033465,0.941481065,0.312928656,0.435436698,6.14488045,0.434936557,0.021937486,0.030380334,0.566417686,0.119261139,2.219862393,0.02389193,0.416264044,4.500149418,1.083545969
training,Susceptible,160.1646069,300.799877,1.043739624,1.215033235,0.413872689,114.6909012,0.990060177,0.952453805,0.020703788,1.084020762,6.411649532,0.015395474,1.082919351,0.290760697,1.056236984,0.108912478,0.302439544,0.058933421,0.015173002,0.017811239,1.084645141,0.411463891,1.075462966,0.020455585,1.065567649,0.070569007,0.027177843,0.928160437,0.129454677,34.55866372,0.525475809,2.27231284,0.017971777,0.019243517,1.119841715,1.080950525,1.068421764,1.326904527,1.085164999,0.548051165,4.779186246,0.567876779,0.928160437,1.0807481,0.072599929,2.27231284,0.024679558,1.074241525,4.365663266,5.786231028,0.458648461,0.928756936,0.314223748,0.437979368,6.066684055,0.428044115,0.018901623,0.026085484,0.566149583,0.118453336,2.166909474,0.021443107,0.418164759,4.411849398,1.084950954
training,Susceptible,151.3579183,264.0768745,1.034816372,1.242272561,0.411921581,87.02384388,0.991579492,0.944306962,0.021333614,1.085386484,6.515466217,0.015471911,1.084430452,0.284512526,1.052298171,0.108377765,0.29314334,0.058675781,0.015438412,0.018738824,1.085329949,0.4044407,1.075881588,0.021253218,1.067575157,0.067015273,0.029869669,0.928906316,0.128994499,28.68749251,0.529660766,2.348132165,0.017943813,0.020968316,1.14558342,1.080842724,1.062901442,1.271678947,1.084916113,0.554367213,4.889358981,0.573263175,0.928906316,1.080220737,0.074208575,2.348132165,0.028163652,1.072475993,4.538281685,5.980791626,0.45079474,0.938371122,0.309674031,0.430802849,6.100712148,0.434378532,0.020305594,0.02870439,0.572104931,0.114897828,2.198624516,0.023391843,0.409261879,4.487214693,1.08542854
validation,Resistant,154.6312596,338.4522052,1.047710406,1.127975507,0.421095198,107.5187864,0.989747946,0.970222546,0.033692024,1.064041456,6.563081177,0.022119064,1.060349428,0.29994161,1.022627564,0.123788748,0.317769957,0.069357321,0.022500699,0.02886229,1.065254168,0.421102823,1.059291402,0.033705015,1.04047892,0.08103015,0.042571817,0.904882166,0.133118953,28.22949132,0.509755004,2.381775473,0.024163382,0.034162277,1.116669164,1.057140107,1.030892041,1.253904296,1.061586126,0.550472878,4.820878304,0.560773837,0.904882166,1.060717861,0.075359262,2.381775473,0.042375952,1.045587334,4.500604058,6.156830951,0.449457127,0.946007333,0.312306463,0.434995146,6.406541106,0.426649788,0.028807194,0.041344141,0.552531594,0.135578592,2.25445263,0.031001414,0.435548815,4.635574594,1.06458634
validation,Resistant,159.0732267,339.6813889,1.049606061,1.094907551,0.418405674,112.6509074,0.989561936,0.978186869,0.029506066,1.067677079,6.448438003,0.020638963,1.064065591,0.299196339,1.031942255,0.118298014,0.314715976,0.065651661,0.020272829,0.026763474,1.069323082,0.41946598,1.06281236,0.030310256,1.026714128,0.076412412,0.038609169,0.910675034,0.128262331,26.76214186,0.514068618,2.287952839,0.021481886,0.028727283,1.102773947,1.065244239,1.04248699,1.273958976,1.067955464,0.551066528,4.756174872,0.562727185,0.910675034,1.065822602,0.071117022,2.287952839,0.035929089,1.05602513,4.420092925,5.988829672,0.449959343,0.942502146,0.310950766,0.434215757,6.355850485,0.417893586,0.025629723,0.036005164,0.557443425,0.128236645,2.197025026,0.026540162,0.430471351,4.602609987,1.069466537
validation,Resistant,163.1991389,343.036609,1.059067659,1.094454718,0.420952837,114.9455898,0.98788397,0.978502577,0.030789032,1.065903088,6.428550554,0.021376568,1.061117164,0.303580708,1.031861591,0.123076941,0.3185761,0.069102092,0.021148277,0.026279455,1.06721026,0.424585295,1.062282175,0.031726336,1.033264905,0.07977799,0.03820334,0.909142153,0.13224325,29.64580767,0.509663617,2.273919581,0.021959248,0.029326812,1.093378536,1.063831216,1.039655624,1.278627364,1.066708909,0.54719263,4.71129548,0.55847619,0.909142153,1.065709701,0.073837292,2.273919581,0.035038294,1.05314173,4.384493617,5.97826393,0.451700722,0.942246269,0.314448887,0.438629172,6.354704932,0.419515975,0.025335633,0.035771511,0.553290372,0.132592981,2.200611799,0.025868537,0.435299051,4.573821493,1.067550046
